transaction_id;transaction_date;transaction_time;transaction_qty;store_id;product_id;customer_id;employee_id;payment_methods_id
20742;07/02/2023;8:14:03;1;5;76;27463;3;3
20743;07/02/2023;8:14:20;2;8;54;13122;6;3
20744;07/02/2023;8:15:47;1;3;35;16863;2;3
20745;07/02/2023;8:16:00;1;5;71;19553;4;1
20746;07/02/2023;8:17:07;2;8;36;35280;5;2
20747;07/02/2023;8:17:07;1;8;75;42246;5;3
20748;07/02/2023;8:17:28;2;3;56;36606;1;2
20749;07/02/2023;8:17:41;1;8;38;1019;6;1
20750;07/02/2023;8:17:41;2;8;64;25242;6;1
20751;07/02/2023;8:17:52;2;5;26;38459;3;2
20752;07/02/2023;8:18:01;1;8;50;37316;6;1
20753;07/02/2023;8:18:07;1;5;37;39896;3;1
20754;07/02/2023;8:18:07;1;5;65;37321;3;2
20755;07/02/2023;8:18:19;2;3;26;18045;2;3
20756;07/02/2023;8:18:26;1;8;47;36710;5;2
20757;07/02/2023;8:18:40;2;5;45;49874;3;2
20758;07/02/2023;8:19:23;2;8;24;38886;5;3
20759;07/02/2023;8:20:30;1;5;37;44292;4;3
20760;07/02/2023;8:20:30;1;5;64;45991;4;3
20761;07/02/2023;8:21:08;1;5;39;19136;3;3
20762;07/02/2023;8:21:08;1;5;63;38063;3;3
20763;07/02/2023;8:21:08;1;5;13;29834;4;1
20764;07/02/2023;8:21:18;1;8;50;29367;6;1
20765;07/02/2023;8:21:36;1;3;46;35083;1;3
20766;07/02/2023;8:21:36;1;3;78;16297;1;2
20767;07/02/2023;8:23:25;1;8;53;10769;6;2
20768;07/02/2023;8:23:25;1;8;19;18964;6;2
20769;07/02/2023;8:24:24;2;5;22;49599;4;2
20770;07/02/2023;8:24:48;2;3;39;10135;2;2
20771;07/02/2023;8:25:03;2;5;55;20880;4;3
20772;07/02/2023;8:26:11;1;8;71;42682;5;2
20773;07/02/2023;8:26:12;2;3;43;24830;1;1
20774;07/02/2023;8:27:02;2;5;52;24578;4;2
20775;07/02/2023;8:27:03;1;5;53;46231;3;2
20776;07/02/2023;8:28:24;2;8;25;36541;5;2
20777;07/02/2023;8:30:47;2;5;41;8783;3;3
20778;07/02/2023;8:30:47;1;5;64;3962;3;3
20779;07/02/2023;8:30:57;1;8;50;7570;6;2
20780;07/02/2023;8:30:57;1;8;78;9034;5;1
20781;07/02/2023;8:32:18;1;3;25;22294;1;2
20782;07/02/2023;8:33:30;1;5;42;33129;3;2
20783;07/02/2023;8:33:30;1;5;73;8545;3;1
20784;07/02/2023;8:34:54;1;8;45;46207;5;1
20785;07/02/2023;8:35:18;2;8;41;13549;6;2
20786;07/02/2023;8:35:18;2;8;84;13712;5;1
20787;07/02/2023;8:35:18;1;8;75;41359;5;1
20788;07/02/2023;8:35:23;1;8;55;49331;6;3
20789;07/02/2023;8:35:26;1;5;42;26972;3;3
20790;07/02/2023;8:35:40;2;8;35;34562;5;1
20791;07/02/2023;8:37:17;2;8;22;2507;6;3
20792;07/02/2023;8:37:39;1;5;31;40951;4;3
20793;07/02/2023;8:38:12;2;5;48;18226;3;1
20794;07/02/2023;8:38:46;1;5;46;14034;4;2
20795;07/02/2023;8:39:48;1;5;71;3263;3;1
20796;07/02/2023;8:39:52;2;8;34;8442;5;1
20797;07/02/2023;8:41:35;1;8;44;8729;6;3
20798;07/02/2023;8:41:35;1;8;70;7373;6;3
20799;07/02/2023;8:45:35;1;3;61;24817;1;1
20800;07/02/2023;8:49:16;1;8;39;3208;6;2
20801;07/02/2023;8:49:16;2;8;65;182;6;2
20802;07/02/2023;8:50:43;1;5;36;7745;4;1
20803;07/02/2023;8:53:58;1;8;23;27301;5;2
20804;07/02/2023;8:54:48;2;8;45;11049;5;3
20805;07/02/2023;8:54:48;1;8;69;759;6;3
20806;07/02/2023;8:57:11;2;8;54;26527;5;2
20807;07/02/2023;8:57:36;1;8;49;24668;5;1
20808;07/02/2023;8:57:37;1;3;25;21072;1;2
20809;07/02/2023;8:57:59;2;5;22;39885;4;3
20810;07/02/2023;8:59:09;2;5;40;17751;4;2
20811;07/02/2023;8:59:09;2;5;63;18711;3;2
20812;07/02/2023;9:03:52;2;8;36;47996;6;2
20813;07/02/2023;9:04:12;2;5;44;6531;4;1
20814;07/02/2023;9:04:31;2;8;28;14055;6;1
20815;07/02/2023;9:04:39;1;8;61;41110;6;2
20816;07/02/2023;9:04:51;2;8;22;46880;6;1
20817;07/02/2023;9:06:16;2;8;34;804;5;2
20818;07/02/2023;9:06:17;1;8;22;7363;5;1
20819;07/02/2023;9:07:23;1;5;36;26166;4;1
20820;07/02/2023;9:07:23;1;5;69;26828;4;2
20821;07/02/2023;9:07:41;1;5;25;1685;3;2
20822;07/02/2023;9:07:53;1;3;52;29719;1;3
20823;07/02/2023;9:08:57;2;8;60;48344;6;3
20824;07/02/2023;9:11:04;2;5;56;41312;4;1
20825;07/02/2023;9:12:41;1;3;57;7719;2;1
20826;07/02/2023;9:13:58;1;3;30;46209;1;3
20827;07/02/2023;9:14:29;1;8;47;21746;6;1
20828;07/02/2023;9:14:34;1;3;28;30330;2;3
20829;07/02/2023;9:14:46;2;5;34;48121;3;2
20830;07/02/2023;9:14:46;1;5;76;19076;4;1
20831;07/02/2023;9:15:07;2;5;57;22246;4;3
20832;07/02/2023;9:15:24;1;5;36;47989;4;1
20833;07/02/2023;9:19:48;1;8;41;22384;5;3
20834;07/02/2023;9:19:48;2;8;84;26605;5;1
20835;07/02/2023;9:19:55;2;3;58;39771;2;3
20836;07/02/2023;9:19:55;1;3;73;5178;1;2
20837;07/02/2023;9:20:00;1;5;51;12635;3;3
20838;07/02/2023;9:20:10;2;3;29;26725;2;3
20839;07/02/2023;9:20:21;2;8;24;40145;6;1
20840;07/02/2023;9:22:17;2;5;46;38076;3;2
20841;07/02/2023;9:22:44;2;8;48;29269;6;1
20842;07/02/2023;9:23:23;1;3;60;15229;2;1
20843;07/02/2023;9:23:31;2;3;49;1975;1;3
20844;07/02/2023;9:23:45;1;8;31;27831;6;3
20845;07/02/2023;9:24:16;2;3;27;26583;1;3
20846;07/02/2023;9:26:12;1;8;47;23865;6;3
20847;07/02/2023;9:28:13;2;8;57;7184;5;2
20848;07/02/2023;9:29:06;1;5;25;15789;4;2
20849;07/02/2023;9:29:06;1;5;18;34968;3;2
20850;07/02/2023;9:29:36;1;8;44;41416;5;3
20851;07/02/2023;9:30:03;1;3;33;39425;1;3
20852;07/02/2023;9:30:06;1;5;40;41227;3;3
20853;07/02/2023;9:30:06;2;5;63;16546;4;2
20854;07/02/2023;9:30:14;2;5;24;23668;4;1
20855;07/02/2023;9:31:02;1;5;42;38976;4;2
20856;07/02/2023;9:35:19;1;5;29;46547;3;2
20857;07/02/2023;9:37:41;2;8;61;135;6;3
20858;07/02/2023;9:37:41;1;8;75;19605;6;1
20859;07/02/2023;9:38:56;1;8;24;2068;6;2
20860;07/02/2023;9:38:56;1;8;71;14433;6;1
20861;07/02/2023;9:39:52;1;3;47;48948;2;3
20862;07/02/2023;9:40:03;1;8;26;22338;5;2
20863;07/02/2023;9:40:18;2;3;35;18968;2;2
20864;07/02/2023;9:40:48;2;5;53;22119;4;2
20865;07/02/2023;9:44:57;2;8;25;11871;5;3
20866;07/02/2023;9:44:57;1;8;71;38613;5;1
20867;07/02/2023;9:44:57;1;8;1;48895;5;2
20868;07/02/2023;9:44:58;1;5;49;39726;4;3
20869;07/02/2023;9:45:17;1;8;38;10643;6;3
20870;07/02/2023;9:47:21;1;3;49;20093;2;3
20871;07/02/2023;9:47:36;1;5;48;33668;4;1
20872;07/02/2023;9:48:19;2;5;47;17980;3;1
20873;07/02/2023;9:48:50;1;3;33;13182;1;1
20874;07/02/2023;9:50:01;2;8;34;17472;6;1
20875;07/02/2023;9:50:55;1;3;41;19747;2;3
20876;07/02/2023;9:51:57;2;3;53;14598;2;3
20877;07/02/2023;9:51:57;1;3;75;18656;2;2
20878;07/02/2023;9:54:20;2;5;59;29752;4;2
20879;07/02/2023;9:54:42;2;5;51;42268;3;1
20880;07/02/2023;9:55:17;1;8;53;2145;5;2
20881;07/02/2023;9:55:20;1;5;43;36571;4;2
20882;07/02/2023;9:55:28;1;3;57;18253;1;3
20883;07/02/2023;9:55:28;1;3;72;29395;1;3
20884;07/02/2023;9:57:26;1;5;61;18499;3;3
20885;07/02/2023;9:57:28;1;8;31;17958;5;1
20886;07/02/2023;9:57:39;1;3;22;25570;2;3
20887;07/02/2023;9:59:06;1;5;42;6016;3;2
20888;07/02/2023;9:59:06;1;5;73;20012;3;3
20889;07/02/2023;9:59:06;1;5;9;11309;4;2
20890;07/02/2023;9:59:35;2;5;27;21598;3;1
20891;07/02/2023;9:59:48;1;3;54;29490;2;1
20892;07/02/2023;10:00:01;2;5;43;46468;3;2
20893;07/02/2023;10:00:06;2;5;53;9551;4;3
20894;07/02/2023;10:00:19;1;8;52;11539;5;1
20895;07/02/2023;10:00:19;1;8;70;45566;6;1
20896;07/02/2023;10:00:32;2;5;25;24862;4;2
20897;07/02/2023;10:00:49;1;5;32;27290;4;1
20898;07/02/2023;10:00:53;2;3;44;9996;1;2
20899;07/02/2023;10:01:15;2;8;36;14870;5;2
20900;07/02/2023;10:01:19;2;5;29;21985;4;1
20901;07/02/2023;10:01:19;1;5;76;23327;3;2
20902;07/02/2023;10:01:19;1;5;12;22083;4;2
20903;07/02/2023;10:01:43;1;5;36;34333;3;3
20904;07/02/2023;10:01:43;1;5;77;29521;3;1
20905;07/02/2023;10:03:59;1;8;60;47162;6;2
20906;07/02/2023;10:03:59;1;8;76;47279;6;1
20907;07/02/2023;10:04:00;1;8;32;7883;5;3
20908;07/02/2023;10:04:13;2;8;36;21560;6;1
20909;07/02/2023;10:04:24;1;5;25;33808;3;3
20910;07/02/2023;10:07:32;2;5;23;28943;3;2
20911;07/02/2023;10:08:12;1;3;41;32690;2;2
20912;07/02/2023;10:09:33;1;8;53;22039;6;2
20913;07/02/2023;10:11:14;1;8;40;38593;5;2
20914;07/02/2023;10:11:14;2;8;65;11543;6;2
20915;07/02/2023;10:11:28;1;8;53;12189;5;1
20916;07/02/2023;10:11:34;1;5;32;16956;3;3
20917;07/02/2023;10:12:14;1;8;56;20511;5;3
20918;07/02/2023;10:12:14;1;8;70;9761;5;1
20919;07/02/2023;10:12:48;2;3;43;9422;2;2
20920;07/02/2023;10:13:09;1;8;35;14428;5;1
20921;07/02/2023;10:14:12;1;3;39;8413;2;3
20922;07/02/2023;10:14:12;1;3;70;5083;1;3
20923;07/02/2023;10:14:15;2;5;53;21704;4;3
20924;07/02/2023;10:14:20;2;5;39;24439;4;3
20925;07/02/2023;10:14:20;2;5;84;5785;3;3
20926;07/02/2023;10:14:20;1;5;6;20778;3;1
20927;07/02/2023;10:15:29;2;5;32;11774;4;2
20928;07/02/2023;10:15:31;2;5;51;10902;4;3
20929;07/02/2023;10:16:22;2;8;52;2432;6;1
20930;07/02/2023;10:16:40;1;3;45;6540;1;3
20931;07/02/2023;10:17:29;2;5;41;6972;3;2
20932;07/02/2023;10:18:10;1;8;26;18661;6;1
20933;07/02/2023;10:19:44;1;3;39;26938;1;2
20934;07/02/2023;10:20:53;1;5;60;40947;3;3
20935;07/02/2023;10:20:53;1;5;72;20702;3;1
20936;07/02/2023;10:21:01;1;5;26;38574;3;1
20937;07/02/2023;10:21:01;1;5;70;30185;4;1
20938;07/02/2023;10:21:28;1;8;52;14234;6;1
20939;07/02/2023;10:21:47;2;8;56;39722;5;1
20940;07/02/2023;10:22:57;1;8;54;19419;6;3
20941;07/02/2023;10:26:18;2;5;58;8446;4;1
20942;07/02/2023;10:26:49;2;5;47;35018;4;1
20943;07/02/2023;10:26:49;1;5;72;48110;3;1
20944;07/02/2023;10:27:36;1;8;31;13697;6;3
20945;07/02/2023;10:29:31;2;5;51;6811;3;1
20946;07/02/2023;10:30:13;2;8;54;28231;6;3
20947;07/02/2023;10:30:56;2;5;31;45512;4;2
20948;07/02/2023;10:32:22;2;5;44;14193;3;1
20949;07/02/2023;10:32:22;1;5;76;11880;3;2
20950;07/02/2023;10:34:16;1;8;53;14473;6;1
20951;07/02/2023;10:34:43;1;8;54;10594;5;1
20952;07/02/2023;10:34:43;1;8;75;30113;6;1
20953;07/02/2023;10:35:06;2;8;22;19224;6;1
20954;07/02/2023;10:36:12;2;8;52;43913;6;2
20955;07/02/2023;10:36:48;1;3;48;17049;1;2
20956;07/02/2023;10:36:48;1;3;69;44812;1;3
20957;07/02/2023;10:37:20;2;5;27;49366;4;3
20958;07/02/2023;10:40:18;2;3;30;4402;1;3
20959;07/02/2023;10:40:25;1;5;38;13611;3;1
20960;07/02/2023;10:40:25;1;5;63;10958;4;2
20961;07/02/2023;10:41:25;1;5;28;30014;3;2
20962;07/02/2023;10:42:28;2;5;55;33586;4;2
20963;07/02/2023;10:44:03;2;5;40;4145;4;2
20964;07/02/2023;10:44:03;1;5;64;2465;4;3
20965;07/02/2023;10:44:43;2;8;60;23519;6;1
20966;07/02/2023;10:46:07;2;5;24;17013;4;1
20967;07/02/2023;10:46:15;1;3;43;47586;1;2
20968;07/02/2023;10:48:57;1;3;35;48812;1;3
20969;07/02/2023;10:49:12;1;8;61;40574;6;2
20970;07/02/2023;10:49:27;2;3;55;35644;2;3
20971;07/02/2023;10:49:29;2;8;58;2211;5;3
20972;07/02/2023;10:50:15;1;5;37;25779;3;1
20973;07/02/2023;10:50:15;2;5;63;9082;4;3
20974;07/02/2023;10:50:54;1;5;52;26723;3;3
20975;07/02/2023;10:51:19;1;8;33;42848;6;2
20976;07/02/2023;10:51:38;2;8;45;37621;6;2
20977;07/02/2023;10:54:49;2;3;49;48671;1;3
20978;07/02/2023;10:55:16;2;8;44;49665;6;1
20979;07/02/2023;10:55:25;2;8;40;19569;6;1
20980;07/02/2023;10:55:25;1;8;65;1872;6;1
20981;07/02/2023;10:55:25;1;8;4;24193;6;1
20982;07/02/2023;10:56:49;2;5;24;11247;4;1
20983;07/02/2023;10:58:28;2;5;26;23844;4;1
20984;07/02/2023;10:58:49;2;8;54;11761;6;3
20985;07/02/2023;10:59:19;1;3;45;389;1;2
20986;07/02/2023;10:59:31;2;5;52;1870;3;2
20987;07/02/2023;10:59:31;1;5;70;4630;4;1
20988;07/02/2023;11:07:14;1;5;30;15429;4;3
20989;07/02/2023;11:08:55;2;8;38;25812;6;3
20990;07/02/2023;11:08:55;1;8;63;29733;6;1
20991;07/02/2023;11:09:18;2;3;55;8000;2;1
20992;07/02/2023;11:09:18;1;3;75;37822;1;1
20993;07/02/2023;11:09:54;2;5;57;23104;4;2
20994;07/02/2023;11:15:49;1;3;52;36315;2;2
20995;07/02/2023;11:15:51;1;8;45;43138;5;1
20996;07/02/2023;11:15:51;1;8;4;1334;6;2
20997;07/02/2023;11:23:22;1;3;25;33342;1;2
20998;07/02/2023;11:23:45;1;8;38;30752;5;1
20999;07/02/2023;11:23:45;2;8;63;37726;6;2
21000;07/02/2023;11:23:47;1;8;45;40589;6;1
21001;07/02/2023;11:24:32;1;3;41;37431;2;1
21002;07/02/2023;11:27:20;2;3;49;1370;2;2
21003;07/02/2023;11:27:20;1;3;75;27257;1;3
21004;07/02/2023;11:29:17;1;3;53;36029;2;1
21005;07/02/2023;11:30:44;2;3;37;48148;1;2
21006;07/02/2023;11:31:56;2;8;29;7678;6;1
21007;07/02/2023;11:39:07;2;8;56;16427;6;1
21008;07/02/2023;11:39:41;1;3;41;49431;1;3
21009;07/02/2023;11:40:29;1;3;49;44134;1;2
21010;07/02/2023;11:43:43;1;5;38;38847;4;3
21011;07/02/2023;11:44:55;1;3;58;14274;2;1
21012;07/02/2023;11:47:08;1;8;34;600;6;3
21013;07/02/2023;11:47:58;1;3;58;3553;2;1
21014;07/02/2023;11:55:57;2;5;25;5183;4;3
21015;07/02/2023;12:01:37;1;3;57;32466;2;3
21016;07/02/2023;12:02:05;1;5;22;17319;3;3
21017;07/02/2023;12:05:16;2;8;61;11326;6;3
21018;07/02/2023;12:07:00;1;8;29;24029;6;3
21019;07/02/2023;12:07:17;1;5;28;38628;3;2
21020;07/02/2023;12:07:20;2;3;30;29843;1;3
21021;07/02/2023;12:07:31;1;3;55;18193;1;2
21022;07/02/2023;12:08:45;1;3;47;16733;1;3
21023;07/02/2023;12:11:26;2;5;43;23243;4;1
21024;07/02/2023;12:11:26;1;5;72;27801;3;2
21025;07/02/2023;12:15:35;2;3;56;18653;2;1
21026;07/02/2023;12:16:22;2;8;58;7137;6;1
21027;07/02/2023;12:16:22;1;8;70;31990;5;2
21028;07/02/2023;12:18:01;1;3;23;15712;2;3
21029;07/02/2023;12:19:39;1;8;32;49248;5;3
21030;07/02/2023;12:19:39;1;8;74;5912;5;3
21031;07/02/2023;12:24:00;2;8;49;22487;5;3
21032;07/02/2023;12:25:22;2;3;35;11109;1;3
21033;07/02/2023;12:25:22;1;3;78;3259;1;1
21034;07/02/2023;12:26:42;2;8;22;1049;6;3
21035;07/02/2023;12:26:42;1;8;19;15210;6;3
21036;07/02/2023;12:30:03;2;8;23;19230;5;3
21037;07/02/2023;12:37:42;1;8;55;4454;5;2
21038;07/02/2023;12:38:40;2;5;45;45126;3;1
21039;07/02/2023;12:40:33;1;3;29;38824;2;3
21040;07/02/2023;12:42:19;1;3;25;1519;2;2
21041;07/02/2023;12:43:13;2;5;54;27682;4;2
21042;07/02/2023;12:45:11;1;5;32;8303;3;2
21043;07/02/2023;12:48:04;1;8;37;15188;6;3
21044;07/02/2023;12:48:04;2;8;65;48654;6;3
21045;07/02/2023;12:52:20;1;3;39;36934;2;1
21046;07/02/2023;12:58:25;2;3;32;24123;1;1
21047;07/02/2023;13:05:03;2;8;31;34834;5;3
21048;07/02/2023;13:08:27;2;3;39;9703;1;1
21049;07/02/2023;13:10:13;2;8;46;27616;5;2
21050;07/02/2023;13:10:17;2;3;61;11275;1;2
21051;07/02/2023;13:10:17;1;3;76;18548;2;1
21052;07/02/2023;13:10:25;2;3;32;38441;2;1
21053;07/02/2023;13:14:09;2;3;47;21415;1;1
21054;07/02/2023;13:14:40;1;3;54;40589;1;2
21055;07/02/2023;13:15:55;2;3;25;34814;1;1
21056;07/02/2023;13:17:13;1;3;28;32670;1;3
21057;07/02/2023;13:19:45;1;3;26;49531;1;2
21058;07/02/2023;13:21:14;1;3;40;40568;2;3
21059;07/02/2023;13:24:10;1;3;42;4627;2;2
21060;07/02/2023;13:43:13;1;3;35;1538;2;1
21061;07/02/2023;13:45:04;2;8;34;7426;5;3
21062;07/02/2023;13:46:21;1;8;53;25543;6;1
21063;07/02/2023;13:53:24;1;3;48;45244;1;2
21064;07/02/2023;13:57:24;2;3;34;4591;2;2
21065;07/02/2023;14:01:55;1;3;44;42829;1;3
21066;07/02/2023;14:02:48;2;3;32;9277;1;2
21067;07/02/2023;14:03:01;2;3;47;11339;1;3
21068;07/02/2023;14:07:08;2;3;32;46053;2;3
21069;07/02/2023;14:15:34;2;8;23;36869;6;2
21070;07/02/2023;14:16:15;1;3;50;18619;1;3
21071;07/02/2023;14:16:15;1;3;69;1067;2;1
21072;07/02/2023;14:20:21;1;3;52;38596;1;2
21073;07/02/2023;14:22:37;1;8;34;11085;6;2
21074;07/02/2023;14:22:37;1;8;70;43787;6;1
21075;07/02/2023;14:23:15;2;8;49;44533;6;3
21076;07/02/2023;14:24:54;2;8;43;38802;6;3
21077;07/02/2023;14:29:58;2;8;26;3687;5;1
21078;07/02/2023;14:29:58;1;8;77;34243;5;2
21079;07/02/2023;14:40:35;2;8;22;23397;5;2
21080;07/02/2023;14:40:35;1;8;78;41710;5;2
21081;07/02/2023;14:40:42;1;3;41;1807;1;3
21082;07/02/2023;14:45:12;1;8;48;857;5;1
21083;07/02/2023;14:45:27;2;8;60;35805;5;1
21084;07/02/2023;14:53:35;1;3;51;47224;1;2
21085;07/02/2023;14:53:35;1;3;71;33702;2;2
21086;07/02/2023;15:09:16;1;3;57;13498;2;3
21087;07/02/2023;15:15:10;1;8;26;41473;6;3
21088;07/02/2023;15:28:09;1;3;57;40739;2;2
21089;07/02/2023;15:29:56;1;3;58;15201;2;2
21090;07/02/2023;15:29:56;1;3;78;44528;1;1
21091;07/02/2023;15:34:39;2;3;35;31578;2;3
21092;07/02/2023;15:37:32;2;3;28;2015;1;2
21093;07/02/2023;15:37:32;1;3;69;32506;2;2
21094;07/02/2023;15:39:25;1;3;26;49960;2;1
21095;07/02/2023;15:40:10;1;3;53;39866;1;1
21096;07/02/2023;15:42:35;2;8;50;11758;5;2
21097;07/02/2023;15:42:35;1;8;77;23361;6;2
21098;07/02/2023;15:46:42;1;8;36;16633;6;2
21099;07/02/2023;15:46:42;1;8;72;31141;5;3
21100;07/02/2023;15:48:34;2;3;52;37303;2;3
21101;07/02/2023;15:54:27;2;8;27;6317;6;1
21102;07/02/2023;15:57:17;2;3;55;28873;2;3
21103;07/02/2023;15:59:32;1;8;25;28862;5;3
21104;07/02/2023;16:07:18;2;3;56;7204;1;2
21105;07/02/2023;16:10:26;2;8;27;33658;6;1
21106;07/02/2023;16:14:29;2;3;25;10518;2;3
21107;07/02/2023;16:15:47;1;3;46;3025;1;3
21108;07/02/2023;16:15:47;1;3;73;29801;1;1
21109;07/02/2023;16:17:15;1;3;54;12475;2;1
21110;07/02/2023;16:17:25;1;3;45;26772;2;2
21111;07/02/2023;16:22:35;1;3;51;44458;2;2
21112;07/02/2023;16:34:17;1;3;24;31828;1;1
21113;07/02/2023;16:34:17;1;3;73;39068;1;1
21114;07/02/2023;16:35:34;2;8;26;6896;5;3
21115;07/02/2023;16:39:59;2;3;33;27502;1;2
21116;07/02/2023;16:44:24;2;3;60;15572;1;2
21117;07/02/2023;16:44:59;2;8;35;33338;6;1
21118;07/02/2023;16:51:21;1;3;37;39138;2;2
21119;07/02/2023;16:58:01;2;8;52;40783;6;2
21120;07/02/2023;16:58:16;2;3;54;36149;1;1
21121;07/02/2023;16:58:16;1;3;79;38006;1;3
21122;07/02/2023;16:58:25;1;3;59;6310;1;3
21123;07/02/2023;16:58:25;1;3;76;98;2;2
21124;07/02/2023;17:00:35;2;8;38;28108;5;3
21125;07/02/2023;17:00:35;1;8;64;21517;5;3
21126;07/02/2023;17:01:27;2;3;31;47848;1;2
21127;07/02/2023;17:02:45;1;3;52;35081;2;3
21128;07/02/2023;17:03:56;2;3;44;3650;2;3
21129;07/02/2023;17:04:52;1;8;36;21987;6;3
21130;07/02/2023;17:11:59;2;3;55;41686;2;1
21131;07/02/2023;17:12:50;1;8;47;37912;5;3
21132;07/02/2023;17:13:28;2;8;55;28052;5;3
21133;07/02/2023;17:14:43;2;3;31;21389;2;1
21134;07/02/2023;17:14:43;1;3;75;10202;1;3
21135;07/02/2023;17:15:30;2;8;60;20698;6;2
21136;07/02/2023;17:21:33;1;8;50;47499;5;2
21137;07/02/2023;17:25:07;2;8;33;48374;6;2
21138;07/02/2023;17:28:07;1;8;28;16293;6;3
21139;07/02/2023;17:32:02;2;8;22;9680;5;1
21140;07/02/2023;17:33:45;1;8;40;17545;6;1
21141;07/02/2023;17:33:45;1;8;63;30190;5;2
21142;07/02/2023;17:35:08;1;3;38;12106;1;1
21143;07/02/2023;17:35:26;1;8;43;19693;5;3
21144;07/02/2023;17:39:56;2;3;61;26042;1;1
21145;07/02/2023;17:43:01;1;3;29;46384;2;3
21146;07/02/2023;17:43:01;1;3;72;11879;1;1
21147;07/02/2023;17:45:43;2;8;53;33793;5;3
21148;07/02/2023;17:49:50;2;3;51;47759;2;2
21149;07/02/2023;17:53:42;1;8;36;26983;5;1
21150;07/02/2023;17:53:42;1;8;73;31451;5;3
21151;07/02/2023;17:54:34;1;8;51;34597;5;1
21152;07/02/2023;17:58:15;2;8;31;2923;6;3
21153;07/02/2023;18:00:50;1;3;51;46097;2;2
21154;07/02/2023;18:02:00;2;3;59;29312;1;2
21155;07/02/2023;18:04:35;1;3;50;46954;2;2
21156;07/02/2023;18:04:35;1;3;75;2875;1;3
21157;07/02/2023;18:04:45;2;8;36;5896;6;3
21158;07/02/2023;18:05:15;1;8;46;11871;6;3
21159;07/02/2023;18:06:25;1;8;39;46422;6;3
21160;07/02/2023;18:06:25;1;8;84;41667;5;2
21161;07/02/2023;18:06:25;1;8;79;14914;5;2
21162;07/02/2023;18:06:33;1;3;61;45833;1;3
21163;07/02/2023;18:07:03;1;8;23;38331;5;3
21164;07/02/2023;18:07:09;1;3;45;2275;1;1
21165;07/02/2023;18:07:46;2;3;50;34866;1;3
21166;07/02/2023;18:12:35;2;8;54;30629;5;3
21167;07/02/2023;18:12:35;1;8;69;15815;5;2
21168;07/02/2023;18:19:37;1;8;23;48455;6;3
21169;07/02/2023;18:31:19;1;8;35;27891;5;1
21170;07/02/2023;18:35:34;2;3;44;46191;1;1
21171;07/02/2023;18:35:35;2;3;37;35224;2;1
21172;07/02/2023;18:35:35;1;3;69;46690;2;3
21173;07/02/2023;18:40:09;1;3;60;49463;2;2
21174;07/02/2023;18:40:40;2;3;35;1927;1;2
21175;07/02/2023;18:43:25;2;8;28;17050;5;1
21176;07/02/2023;18:43:25;1;8;75;43577;5;3
21177;07/02/2023;18:45:04;2;3;59;37368;1;2
21178;07/02/2023;18:46:09;2;3;56;27;1;2
21179;07/02/2023;18:47:28;2;8;52;20567;6;2
21180;07/02/2023;18:49:28;2;8;43;17748;6;1
21181;07/02/2023;18:49:42;2;8;32;33122;6;1
21182;07/02/2023;18:52:25;2;3;27;48906;2;3
21183;07/02/2023;18:58:58;2;3;34;5219;2;2
21184;07/02/2023;18:59:25;1;3;29;26762;2;2
21185;07/02/2023;19:00:05;1;8;46;12988;6;3
21186;07/02/2023;19:01:14;2;3;32;39299;2;3
21187;07/02/2023;19:04:35;1;8;32;2654;5;1
21188;07/02/2023;19:04:53;1;3;43;44316;1;3
21189;07/02/2023;19:08:21;1;3;55;47873;1;3
21190;07/02/2023;19:10:34;2;3;25;40307;1;3
21191;07/02/2023;19:15:32;2;3;39;14886;2;2
21192;07/02/2023;19:17:22;1;3;27;40112;1;1
21193;07/02/2023;19:17:30;1;3;54;37686;1;3
21194;07/02/2023;19:20:45;2;3;58;30232;2;1
21195;07/02/2023;19:22:08;2;3;56;6713;2;3
21196;07/02/2023;19:24:08;2;3;30;10812;1;3
21197;07/02/2023;19:24:08;1;3;75;22830;1;3
21198;07/02/2023;19:28:28;1;3;25;36776;2;2
21199;07/02/2023;19:32:56;2;3;36;21056;2;3
21200;07/02/2023;19:38:11;1;8;25;18466;5;1
21201;07/02/2023;19:39:13;2;8;48;5910;6;2
21202;07/02/2023;19:41:22;1;8;25;33828;6;1
21203;07/02/2023;19:47:59;1;3;61;33197;1;2
21204;07/02/2023;19:49:58;2;8;46;32882;6;1
21205;07/02/2023;19:56:37;1;3;45;34023;1;3
21206;07/02/2023;19:56:37;1;3;74;30879;2;2
21207;07/02/2023;19:57:31;2;8;41;11173;6;2
21208;07/02/2023;19:57:31;2;8;65;25136;6;1
21209;07/02/2023;19:57:31;1;8;74;4400;6;1
21210;07/02/2023;20:13:00;2;8;61;44536;6;1
21211;07/02/2023;20:13:32;1;8;43;24900;5;1
21212;07/02/2023;20:13:32;1;8;78;7806;5;1
21213;07/02/2023;20:15:28;2;8;34;49757;5;1
21214;07/02/2023;20:18:41;2;8;44;23684;6;1
21215;07/02/2023;20:20:35;2;8;22;33452;5;2
21216;07/02/2023;20:31:37;1;8;43;14379;6;2
21217;07/02/2023;20:33:42;2;8;58;38356;6;1
21218;07/02/2023;20:39:46;1;8;30;26140;6;3
21219;07/02/2023;20:39:46;1;8;74;12209;6;1
21220;07/02/2023;20:41:43;2;8;24;15580;5;2
21221;07/02/2023;20:47:26;2;8;28;46559;5;2
21222;07/02/2023;20:53:03;1;8;58;38162;5;3
